GE 0216,MWF 1100-1150,M 1210-1300,M 1310-1500,M 1510-1600,TR 0935-1050,TR 1100-1215,TR 1320-1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE 0318,MWF 1000-1050,M 1310-1500,TR 0935-1050,TR 1100-1215,T 1310-1500,MWF 1000-1050,W 1510-1700,MWF 1000-1050,F 1100-1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH 0106,MWF 1000-1050,MWF 1100-1150,MWF 1410-1500,MWF 1510-1600,M 1800-2100,TR 0810-0925,TR 0935-1050,TR 1320-1435,TR 1445-1600,W 0900-0950,MWF 1000-1050,MWF 1100-1150,MWF 1410-1500,MWF 1510-1600,,,,,,,,,,,,,,,,,,,,,,,,,
GH 0210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA 0115,R 1445-1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA 0117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA 0225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA 0227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA 0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HA 0327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI 0155,MWF 0900-0950,TR 0935-1050,TR 1100-1215,TR 1320-1435,TR 1445-1600,MWF 0900-0950,W 1410-1640,F 0800-0850,MWF 0900-0950,F 1000-1050,F 1100-1150,F 1310-1400,F 1410-1500,,,,,,,,,,,,,,,,,,,,,,,,,,
HI 0156,M 1510-1740,TR 0810-0925,TR 1100-1215,TR 1445-1600,W 1510-1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO 0005,MWF 0900-0950,MTWR 1000-1050,MTWR 1000-1050,TR 1100-1215,TR 1445-1600,MWF 0900-0950,MTWR 1000-1050,W 1510-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO 0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO 0011,MWF 0900-0950,MWF 1000-1050,MWF 1100-1150,MWF 1200-1250,MWF 1310-1400,TR 0935-1050,TR 1100-1250,TR 1445-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO 0012,MW 1000-1115,MW 1000-1115,W 1510-1740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO 0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO 0037,MWF 1000-1050,MTWR 1510-1600,MTWR 1610-1700,TR 0935-1050,MTWR 1510-1600,MTWR 1610-1700,TR 0935-1050,R 1310-1500,MTWR 1510-1600,MTWR 1610-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO 0040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO 0125,MWF 0900-0950,MTWR 1100-1150,TR 0935-1050,MTWR 1100-1150,T 1810-2100,MWF 0900-0950,MTWR 1100-1150,W 1510-1800,TR 0935-1050,MTWR 1100-1150,R 1510-1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HO 0142,MWF 1000-1050,MWF 1100-1150,TR 1320-1435,MWF 1000-1050,MWF 1100-1150,W 1310-1400,W 1410-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS 0105,MTR 0900-0950,M 1000-1150,MW 1200-1250,MTR 0900-0950,TR 1000-1050,TR 1100-1215,WF 1000-1150,MW 1200-1250,WF 1000-1150,F 1310-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS 0205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS 0232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS 0248,MW 1310-1435,TR 0810-0925,TR 1310-1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS 0364,M 0900-1150,TR 0700-1900,W 0900-1150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS 0427,MWF 0800-0850,MTWR 0900-0950,MWF 1000-1050,MTWR 1100-1150,M 1310-1500,MTWR 0900-0950,TR 1000-1050,MTWR 1100-1150,TR 1445-1600,MTWR 0900-0950,TR 1000-1050,MTWR 1100-1150,R 1320-1435,TR 1445-1600,,,,,,,,,,,,,,,,,,,,,,,,,
HS 0459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HS 0463,MWF 1000-1050,MWF 1100-1150,M 1310-1500,TR 0935-1050,TR 1100-1215,TR 1320-1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC 0106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KH 0238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS 0170,MW 0800-0920,MW 0930-1050,TR 0930-1050,TR 1100-1220,TR 1315-1435,TR 1445-1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS 0178,M 0825-0920,MW 1000-1150,MW 1315-1435,MW 1445-1540,T 0825-0920,TR 0930-1050,TR 1100-1220,TR 1315-1435,TR 1515-1635,W 0825-0920,MW 1000-1150,MW 1315-1435,MW 1445-1540,R 0825-0920,TR 0930-1050,TR 1100-1220,TR 1315-1435,TR 1515-1635,,,,,,,,,,,,,,,,,,,,,
LS 0180,MW 0930-1050,MW 1300-1420,F 1000-1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS 0182,MW 1100-1220,MW 1315-1435,MW 1445-1605,TR 0930-1050,TR 1100-1220,TR 1315-1435,TR 0930-1050,TR 1100-1220,TR 1315-1435,R 1445-1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS 0186,MW 1100-1220,TR 0800-0920,TR 0930-1050,TR 1445-1605,MW 1100-1220,W 1510-1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS 0191,MW 0930-1050,MW 1100-1220,MW 1315-1435,MW 1445-1605,TR 1315-1435,T 1500-1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAC 0114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 1016,MTWRF 0800-0850,MTWRF 0900-0950,MTWRF 1200-1250,MWF 1310-1400,MW 1610-1800,MTWRF 0800-0850,MTWRF 0900-0950,TRF 1000-1050,MTWRF 1200-1250,T 1900-2130,MTWRF 0800-0850,MTWRF 0900-0950,TRF 1000-1050,MTWRF 1200-1250,R 1310-1400,R 1610-1800,,,,,,,,,,,,,,,,,,,,,,,
PA 1050,MW 1410-1500,MWF 1510-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 1070,MW 1000-1150,MW 1710-1800,TR 1000-1150,T 1310-1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 1077,MW 0935-1050,MW 1445-1600,TR 1320-1435,TR 1445-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 1131,MW 1445-1635,TR 1100-1215,TR 1445-1635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 1133,MW 1100-1230,TR 1100-1230,TR 1445-1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 1152,MWF 1000-1050,MW 1610-1800,M 1830-2030,TR 1510-1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 2003,MW 0800-0850,MWF 0900-0950,MTRF 1200-1250,MWF 1410-1500,MWF 1510-1600,TR 0900-0950,TR 1000-1050,MTRF 1200-1250,TR 1410-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 2102,MW 1320-1435,TR 1320-1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 2140,MW 0935-1050,MW 1320-1435,TR 0935-1050,TR 1100-1215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA 3058,MWF 1410-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 0138,MWF 0900-0950,M 1000-1100,TR 0935-1050,T 1410-1530,TR 0935-1050,R 1410-1700,MWF 0900-0950,F 1540-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 0231,MW 1100-1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS 0234,MWF 0800-0850,MWF 1000-1050,M 1310-1400,MTWR 1700-1900,TR 0935-1050,TR 1100-1215,TR 1320-1435,TR 1445-1600,MTWR 1700-1900,MWF 0800-0850,MWF 1000-1050,F 1200-1300,F 1400-1520,F 1540-1700,,,,,,,,,,,,,,,,,,,,,,,,,
PS 0239,MWF 0800-0850,MWF 1000-1050,MW 1100-1150,MWF 1200-1250,MTWF 1310-1400,M 1400-2000,TR 0935-1050,T 1200-1250,MTWF 1310-1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH 0109,TR 1100-1215,TR 1510-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH 0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH 0247,MWF 1100-1150,MWF 1310-1400,M 1530-1820,TR 0810-0925,TR 0935-1050,TR 1320-1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH 0342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH 0408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI 2010,MWF 0800-0850,MWF 0900-0950,MWF 1000-1050,MWF 1100-1150,MWF 1200-1250,MWF 1310-1400,MWF 1410-1500,M 1710-1800,TR 0810-0925,TR 1100-1215,TR 1320-1435,TR 1445-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0105,MWF 0900-0950,MWF 1100-1150,MW 1310-1400,MW 1410-1500,MW 1510-1600,MW 1610-1700,TR 0935-1050,TR 1100-1215,TR 1320-1435,T 1445-1625,TR 0935-1050,TR 1100-1215,TR 1320-1435,R 1445-1625,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0120,M 1310-1600,TR 0800-0920,TR 0935-1050,TR 1100-1215,W 1100-1150,W 1200-1250,W 1310-1400,W 1410-1500,W 1510-1600,W 1610-1700,TR 0800-0920,TR 0935-1050,TR 1100-1215,R 1310-1400,R 1410-1500,R 1510-1600,R 1610-1700,,,,,,,,,,,,,,,,,,,,,,
STEM 0145,TR 1320-1610,W 1510-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0155,M 1310-1500,W 1200-1400,W 1410-1500,W 1510-1600,R 0900-0950,R 1000-1050,R 1100-1150,R 1200-1250,R 1310-1400,R 1410-1500,R 1510-1600,R 1610-1700,F 1000-1050,F 1100-1150,F 1200-1250,F 1310-1400,,,,,,,,,,,,,,,,,,,,,,,
STEM 0160,TR 1410-1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0175,T 1100-1250,T 1310-1500,T 1510-1700,T 1910-2100,W 1100-1250,W 1310-1500,W 1510-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0180,M 1510-1700,M 1710-1900,TR 1310-1400,TR 1410-1500,TR 1510-1600,TR 1610-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0185,T 1310-1500,T 1510-1700,W 1310-1500,W 1510-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0195,MWF 0900-1040,MWF 1310-1500,TR 1000-1050,TR 1320-1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0205,MW 1310-1400,MW 1410-1500,MW 1510-1600,MW 1610-1700,TR 0810-0925,TR 0935-1050,TR 1100-1215,TR 1310-1400,TR 1410-1500,TR 1510-1600,TR 1610-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0215,MWF 1100-1150,MWF 1200-1250,M 1310-1400,M 1510-1600,TR 0935-1050,TR 1100-1215,T 1300-1700,MWF 1100-1150,MWF 1200-1250,W 1310-1400,W 1510-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0220,MWF 0900-0950,MW 1000-1050,MWF 1200-1250,MW 1310-1400,MW 1410-1500,MW 1510-1645,TR 0935-1050,TR 1100-1215,T 1300-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0225,MWF 1310-1400,MWF 1510-1600,TR 0810-0925,TR 0935-1050,TR 1100-1215,TR 1320-1435,TR 1445-1600,MWF 1310-1400,MWF 1510-1600,W 1630-1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0245,T 1310-1600,W 1230-1730,R 1230-1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0255,T 0810-0925,T 0935-1050,T 1100-1215,T 1320-1435,R 0810-0925,R 0935-1050,R 1100-1215,R 1320-1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0265,T 1310-1500,T 1510-1700,T 1910-2100,W 1510-1700,W 1910-2100,R 1310-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0275,T 1310-1500,T 1510-1700,T 1910-2100,W 1510-1700,W 1910-2100,R 1310-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0280,MWF 1000-1050,MWF 1200-1250,MWF 1310-1400,TR 0935-1150,TR 1320-1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0285,T 1310-1500,T 1510-1700,W 1510-1700,R 1310-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0295,M 1410-1650,M 1910-2150,T 1410-1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0315,MWF 1200-1250,MWF 1410-1500,M 1510-1700,TR 0935-1050,TR 1245-1400,T 1510-1700,MWF 1200-1250,MWF 1410-1500,W 1510-1600,W 1710-1900,TR 0935-1050,TR 1245-1400,R 1510-1700,R 1810-2000,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0320,TR 0935-1050,TR 1320-1435,T 1610-1900,W 1510-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0335,M 1410-1700,M 1810-2050,T 0800-1050,T 1410-1700,W 1410-1700,R 1410-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0345,M 1410-1700,M 1800-2050,T 0800-1050,T 1410-1700,W 1410-1700,R 1410-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0360,M 1100-1250,M 1310-1500,M 1510-1700,T 1310-1500,W 1310-1500,W 1510-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0375,M 1100-1250,M 1310-1500,M 1510-1700,T 1310-1500,W 1310-1500,W 1510-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0380,M 1100-1250,M 1310-1500,M 1510-1700,M 1710-1900,T 0900-1050,T 1310-1500,W 1310-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0385,M 1310-1500,M 1510-1700,T 1310-1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STEM 0395,M 1100-1250,M 1310-1500,M 1510-1700,T 1310-1500,W 1310-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA 0109,T 1610-1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA 0111,M 1830-2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA 0119,MW 1030-1250,MW 1310-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA 0229,MW 1030-1250,TR 1100-1320,TR 1330-1550,F 1000-1150,F 1230-1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
